# label area perimeter xmin xmax ymin ymax width height spatial_area pass_area pass_dims pass_pix_area pass_aspect pass_circ pass_fill pass_fill_min
713 4 4 1369 1372 241 241 3 0 0 0 0 0 0 1 0 0
778 4 4 1691 1693 253 254 2 1 2 0 0 0 0 1 0 1
788 4 4 1415 1416 255 256 1 1 1 0 0 0 1 1 0 1
835 4 4 1766 1768 263 264 2 1 2 0 0 0 0 1 0 1
890 4 4 1507 1509 272 273 2 1 2 0 0 0 0 1 0 1
910 4 4 1599 1599 274 277 0 3 0 0 0 0 0 1 0 0
1010 4 4 1320 1323 287 287 3 0 0 0 0 0 0 1 0 0
1030 4 4 256 256 290 293 0 3 0 0 0 0 0 1 0 0
1054 4 4 1503 1503 292 295 0 3 0 0 0 0 0 1 0 0
1062 4 4 491 493 293 294 2 1 2 0 0 0 0 1 0 1
1104 4 4 799 802 298 298 3 0 0 0 0 0 0 1 0 0
1112 4 4 812 815 299 299 3 0 0 0 0 0 0 1 0 0
1164 4 4 1694 1695 305 307 1 2 2 0 0 0 0 1 0 1
1205 4 4 978 981 312 312 3 0 0 0 0 0 0 1 0 0
1213 4 4 987 990 313 313 3 0 0 0 0 0 0 1 0 0
1330 4 4 1363 1363 329 332 0 3 0 0 0 0 0 1 0 0
1376 4 4 1215 1218 336 336 3 0 0 0 0 0 0 1 0 0
1499 4 4 1013 1014 365 366 1 1 1 0 0 0 1 1 0 1
1659 4 4 765 767 404 405 2 1 2 0 0 0 0 1 0 1
1748 4 4 1145 1147 418 419 2 1 2 0 0 0 0 1 0 1
1825 4 4 647 649 430 431 2 1 2 0 0 0 0 1 0 1
1863 4 4 649 652 438 438 3 0 0 0 0 0 0 1 0 0
1904 4 4 1295 1296 445 447 1 2 2 0 0 0 0 1 0 1
2023 4 4 436 438 477 478 2 1 2 0 0 0 0 1 0 1
